sentence,label
"Woodchester Valley Village, near Stroud, was previously run by Bluchie Limited, which went into liquidation three years ago",0
"Come, let us go:This fellow had a Volscian to his mother;His wife is in Corioli and his childLike him by chance",1
Midfielder was forced off nine minutes into the Dutch's last-16 victory over Mexico,0
"KING RICHARD III:Then, by myself--QUEEN ELIZABETH:Thyself thyself misusest",1
Britons finding they cannot pick up hire cars after driving licence change,0
Liu: We should look at whether what happened in Ferguson could occur in our town,0
Comes after the company announced plans to relaunch the Datsun brand for emerging markets,0
"Cars, trucks lined streets to carry survivors to shelters and other parts of the country",0
"In haste whereof, most heartily I prayYour highness to assign our trial day",1
Daniel Sturridge broke down in Liverpool training on Monday,0
LORD WILLOUGHBY:And far surmounts our labour to attain it,1
later died of a heart attack,0
"'O, this same thought did but forerun my need;And this same needy man must sell it me",1
"KING RICHARD II:Your own is yours, and I am yours, and all",1
The Irish remain unbeaten after dramatic draw in Germany,0
"Dorothy Taylor, 48, stars in the new Benefits Street, starting later this year",0
wound to the head on Friday,0
DUKE OF YORK:Against them both my true joints bended be,1
NEW: KCNA was expected to release report on Kim's visit to shrine,0
Thought to have come to blows during an argument while playing pool,0
Courtney's parents have vowed to appeal the decision over her place,0
"If thou deny'st it twenty times, thou liest;And I will turn thy falsehood to thy heart,Where it was forged, with my rapier's point",1
"BRUTUS:Well, well, we'll leave you",1
A plague o' both your houses! I am sped,1
"KING RICHARD II:Twice for one step I'll groan, the way being short,And piece the way out with a heavy heart",1
"VOLUMNIA:He had rather see the swords, and hear a drum, thanlook upon his school-master",1
"DUKE VINCENTIO:They will, then, ere't be long",1
"But, sure, if youWould be your country's pleader, your good tongue,More than the instant army we can make,Might stop our countryman",1
LEONTES:Is he won yet?HERMIONE:He'll stay my lord,1
"Pursuivant:God hold it, to your honour's good content!HASTINGS:Gramercy, fellow: there, drink that for me",1
"DUKE VINCENTIO:Are you a maid?MARIANA:No, my lord",1
Second Gentleman:To three thousand dolours a year,1
"What's o'clock, think you?Justice:Eleven, sir",1
Marked each 'kill' by printing icon of the target on the tail fin of his jet,0
JULIET:Go ask his name: if he be married,1
He said: 'I can't remember when we've knocked over a top order like that',0
GREGORY:The quarrel is between our masters and us their men,1
"Judge jailed her for 12 months, saying she needed 'stability' in prison",0
Francis Maude and Patrick McLoughlin say it would cause 'difficulties'HS2 critics say the gagging attempt is ‘absolutely disgraceful’,0
He is expected to miss games against Tottenham and Crystal Palace,0
"Pair exchanged over 1000 text messages, many of them explicit",0
Couple say they take marijuana legally and were reported by a disgruntled former employee who worked at their dispensary,0
"As I say, thisMistress Elbow, being, as I say, with child, andbeing great-bellied, and longing, as I said, forprunes; and having but two in the dish, as I said,Master Froth here, this very man, having eaten therest, as I said, and, as I say, paying for them veryhonestly; for, as you know, Master Froth, I couldnot give you three-pence again",1
CLICK HERE for all the latest boxing news,0
"Why, lo you now, I have spoke to the purpose twice:The one for ever earn'd a royal husband;The other for some while a friend",1
"Two-time Oscar-winner Catherine Martin co-produced epic film ""Australia""Her husband and collaborator of 16 years, Baz Luhrmann directed the film",0
"GEORGE:Where's Captain Margaret, to fence you now?WARWICK:They mock thee, Clifford: swear as thou wast wont",1
"RIVERS:Were you well served, you would be taught your duty",1
Michael Beaumont said Staffordshire Bull Terrier had knocked over Kadan,0
PAULINA:So I would you did; then 'twere past all doubtYou'ld call your children yours,1
Second child in a week to kill herself following Facebook reports she was tormented by classmates,0
Real Madrid let young defender Marcos Alonso join English club Bolton,0
"Governor John Kitzhaber acknowledges legitimate questions have been raised about her Cylvia Hayes, 47, taxes",0
"To fight with Glendower and his complices:Awhile to work, and after holiday",1
"X-ray showed three balls in his stomach and, more dangerously, intestine",0
"And, noble uncle, I beseech your graceLook on my wrongs with an indifferent eye:You are my father, for methinks in youI see old Gaunt alive; O, then, my father,Will you permit that I shall stand condemn'dA wandering vagabond; my rights and royaltiesPluck'd from my arms perforce and given awayTo upstart unthrifts? Wherefore was I born?If that my cousin king be King of England,It must be granted I am Duke of Lancaster",1
"Recruitment adverts were placed for the new jobs at Heathrow,",0
"PAULINA:Not so hot, good sir:I come to bring him sleep",1
"ELBOW:Prove it before these varlets here, thou honourableman; prove it",1
The Coloseum in Rome is cleaned using just toothbrushes and water,0
Frenchman appeared in James Bond movie and toured with Madonna,0
The dedications flowed in from around the world,0
"First Musician:Ay, by my troth, the case may be amended",1
BLUNT:He hath no friends but who are friends for fear,1
"Reston Zoo Director Meghan Mogensen, 26, found guilty of animal cruelty and illegal possession of animal anaesthetics",0
"QUEEN ELIZABETH:I never did her any, to my knowledge",1
Experts call for worldwide moratorium on the use of killer robots,0
"The student shot at South Carolina State has died, school president says",0
"But, let it come",1
Lionel Messi has been the face of Barcelona for recent European success,0
Queens Park Rangers defender was talking to in-house channel MUTV,0
"AUTOLYCUS:Age, thou hast lost thy labour",1
Carley Williams was pulled over for speeding in New Hampshire on Friday and told the state trooper she was rushing to her dying father's side,0
"She allegedly killed Elliana Lucas-Jamason in the bathtub and tried to kill her lover's 10-year-old son, as well",0
The balance has yet to be restored under David Cameron,0
The CNN Guns Project explores the role of guns in the United States,0
"JULIET:How camest thou hither, tell me, and wherefore?The orchard walls are high and hard to climb,And the place death, considering who thou art,If any of my kinsmen find thee here",1
"CLARENCE:You scarcely have the hearts to tell me so,And therefore cannot have the hearts to do it",1
"Also boasts Germany's highest water slide tower, which stands at a vertigo-inducing 27 metres tall",0
"ESCALUS:Thank you, good Pompey; and, in requital of yourprophecy, hark you: I advise you, let me not findyou before me again upon any complaint whatsoever;no, not for dwelling where you do: if I do, Pompey,I shall beat you to your tent, and prove a shrewdCaesar to you; in plain dealing, Pompey, I shallhave you whipt: so, for this time, Pompey, fare you well",1
"BAPTISTA:Why, then thou canst not break her to the lute?HORTENSIO:Why, no; for she hath broke the lute to me",1
JULIET:I'll gladly learn,1
Foreignpolicy,0
"KING RICHARD III:Unless for that he comes to be your liege,You cannot guess wherefore the Welshman comes",1
"KATHARINA:Husband, let's follow, to see the end of this ado",1
"LEONTES:Where the warlike Smalus,That noble honour'd lord, is fear'd and loved?FLORIZEL:Most royal sir, from thence; from him, whose daughterHis tears proclaim'd his, parting with her: thence,A prosperous south-wind friendly, we have cross'd,To execute the charge my father gave meFor visiting your highness: my best trainI have from your Sicilian shores dismiss'd;Who for Bohemia bend, to signifyNot only my success in Libya, sir,But my arrival and my wife's in safetyHere where we are",1
"PRINCE EDWARD:Nay, mark how Lewis stamps, as he were nettled:I hope all's for the best",1
"GARDENER:Poor queen! so that thy state might be no worse,I would my skill were subject to thy curse",1
"GREGORY:To move is to stir; and to be valiant is to stand:therefore, if thou art moved, thou runn'st away",1
"Metrolink spokesman said CCTV shows a member of staff did ask passengers to give up their seats, but",0
"NORTHUMBERLAND:Here come the Lords of Ross and Willoughby,Bloody with spurring, fiery-red with haste",1
"The Malaysia Airlines Boeing 777 ""vanished"" on March 8 with 239 people on board",0
Ben is looking forward to a grittier story line for his character,0
Singapore national Lim denies three counts of theft,0
"We have made peaceWith no less honour to the AntiatesThan shame to the Romans: and we here deliver,Subscribed by the consuls and patricians,Together with the seal o' the senate, whatWe have compounded on",1
"ESCALUS:Come on, mistress: here's a gentlewoman denies allthat you have said",1
